N	pheno	LRT_Variance	Pval_Variance	Sum of V(G)_Vp_SE	Sum of V(G)_Vp_Variance	V(G1)_SE	V(G1)_Variance	V(G1)_Vp_SE	V(G1)_Vp_Variance	V(G2)_SE	V(G2)_Variance	V(G2)_Vp_SE	V(G2)_Vp_Variance	V(G3)_SE	V(G3)_Variance	V(G3)_Vp_SE	V(G3)_Vp_Variance	V(G4)_SE	V(G4)_Variance	V(G4)_Vp_SE	V(G4)_Vp_Variance	V(e)_SE	V(e)_Variance	Vp_SE	Vp_Variance	df_Variance	logL_Variance	logL0_Variance	n_Variance
10000	pheno_895	0.0	0.5	0.230075	0.126568	0.118761	1e-06	0.119697	1e-06	0.119834	0.051295	0.120775	0.051699	0.118123	0.074281	0.119046	0.074867	0.113785	1e-06	0.114682	1e-06	0.228493	0.866599	0.014032	0.992177	1.0	-4965.155	-4965.154	10000.0
5000	pheno_896	0.128	0.36002	0.459243	0.553293	0.228705	0.016061	0.231976	0.01629	0.23664	1e-06	0.240024	1e-06	0.234605	0.529431	0.237296	0.537	0.231898	1e-06	0.235213	1e-06	0.452636	0.440411	0.019737	0.985904	1.0	-2465.614	-2465.679	5000.0
1000	pheno_896	0.0	0.5	2.705766	0.999999	1.884514	0.138932	1.424869	0.105043	1.82279	0.768073	1.378021	0.580724	1.759262	1e-06	1.33014	1e-06	1.787493	0.415607	1.35161	0.314231	3.578683	1e-06	0.068133	1.322614	1.0	-520.207	-517.355	1000.0
10000	pheno_896	3.914	0.023947	0.229558	0.260254	0.119493	0.176945	0.119378	0.17687	0.121316	0.051708	0.121262	0.051686	0.11806	1e-06	0.118009	1e-06	0.116454	0.031711	0.116405	0.031698	0.229703	0.740063	0.014151	1.000429	1.0	-5007.884	-5009.841	10000.0
5000	pheno_897	0.233	0.31484	0.461132	0.170185	0.234935	0.048657	0.238675	0.049432	0.23321	1e-06	0.236925	1e-06	0.230399	0.118858	0.234047	0.120751	0.224322	1e-06	0.227895	1e-06	0.454067	0.816805	0.019689	0.984322	1.0	-2464.56	-2464.676	5000.0
5000	pheno_898	0.673	0.20607	0.459536	0.618842	0.244533	0.190763	0.240116	0.187385	0.23843	1e-06	0.234208	1e-06	0.24235	0.128795	0.238024	0.126515	0.230116	0.310437	0.225821	0.304941	0.467691	0.388029	0.020371	1.018026	1.0	-2547.136	-2547.472	5000.0
10000	pheno_898	0.468	0.24694	0.227749	0.156884	0.11809	0.056749	0.119625	0.05749	0.117873	1e-06	0.119414	1e-06	0.116348	0.000164	0.117868	0.000166	0.114074	0.097946	0.115541	0.099226	0.225011	0.83224	0.013962	0.987099	1.0	-4938.702	-4938.936	10000.0
10000	pheno_899	0.0	0.5	0.23522	0.100664	0.131875	1e-06	0.123894	1e-06	0.131061	0.02052	0.123128	0.019278	0.129021	0.075334	0.121207	0.070774	0.127232	0.011294	0.119532	0.010611	0.250601	0.957272	0.015455	1.064422	1.0	-5063.052	-5056.21	10000.0
5000	pheno_899	0.0	0.5	0.464461	0.18173	0.232976	1e-06	0.236955	1e-06	0.230058	0.13109	0.233981	0.133329	0.228076	0.047587	0.231979	0.0484	0.233551	1e-06	0.23754	1e-06	0.456755	0.80453	0.019665	0.983209	1.0	-2463.789	-2463.585	5000.0
5000	pheno_900	0.0	0.5	0.47152	0.352043	0.243279	1e-06	0.237698	1e-06	0.247746	0.323233	0.241846	0.315819	0.24194	1e-06	0.23639	1e-06	0.244062	0.037072	0.238461	0.036222	0.482563	0.66317	0.02091	1.023477	1.0	-2458.571	-2456.413	5000.0
5000	pheno_901	0.0	0.5	0.466503	0.155634	0.229309	1e-06	0.240261	1e-06	0.227399	1e-06	0.23826	1e-06	0.22736	0.029826	0.238222	0.03125	0.224122	0.118712	0.234809	0.124382	0.445398	0.805878	0.01909	0.954417	1.0	-2387.774	-2387.658	5000.0
10000	pheno_902	0.01	0.46089	0.230441	0.337717	0.120891	0.008514	0.120782	0.008506	0.121793	0.081512	0.121668	0.081439	0.116481	1e-06	0.116377	1e-06	0.116333	0.247993	0.116074	0.24777	0.230653	0.662878	0.014162	1.000897	1.0	-5006.137	-5006.142	10000.0
5000	pheno_902	0.0	0.5	0.531528	0.09495	0.357802	1e-06	0.278347	1e-06	0.354666	0.054641	0.275904	0.042507	0.344461	0.008593	0.267968	0.006685	0.349946	0.058819	0.272244	0.045757	0.683313	1.1634	0.029819	1.285454	1.0	-2493.916	-2395.259	5000.0
10000	pheno_903	2.509	0.056581	0.230685	0.450375	0.121015	0.160988	0.121607	0.161851	0.120889	0.286983	0.121352	0.288522	0.116747	1e-06	0.117373	1e-06	0.114732	1e-06	0.115347	1e-06	0.229366	0.546693	0.014077	0.994666	1.0	-4972.914	-4974.169	10000.0
5000	pheno_903	0.0	0.5	0.463478	0.582796	0.239783	0.011296	0.239392	0.011277	0.239474	1e-06	0.239083	1e-06	0.238501	0.361829	0.237802	0.361238	0.233545	0.210623	0.233067	0.210279	0.464108	0.417886	0.020267	1.001634	1.0	-2451.84	-2451.237	5000.0
1000	pheno_904	59.915	4.9405e-15	2.29346	0.929568	1.25971	1e-06	1.201878	1e-06	1.232306	0.522799	1.175807	0.498798	1.224263	0.451496	1.168196	0.430768	1.223703	1e-06	1.167524	1e-06	2.403814	0.073821	0.046885	1.048118	1.0	-527.268	-557.225	1000.0
10000	pheno_905	0.087	0.38426	0.230829	0.082491	0.119202	0.012954	0.118393	0.012866	0.121012	1e-06	0.120191	1e-06	0.118227	0.070098	0.117415	0.069623	0.117558	1e-06	0.11676	1e-06	0.232701	0.923781	0.01424	1.006835	1.0	-5038.103	-5038.147	10000.0
10000	pheno_906	0.0	0.5	0.235757	0.296915	0.126312	1e-06	0.122375	1e-06	0.128979	0.204295	0.124881	0.197927	0.124961	0.003442	0.121066	0.003334	0.122023	0.09873	0.118206	0.095653	0.243336	0.725704	0.014956	1.032171	1.0	-4928.487	-4922.758	10000.0
10000	pheno_907	0.0	0.5	0.23467	0.099292	0.125553	0.012411	0.12283	0.012142	0.127512	1e-06	0.124747	1e-06	0.123789	1e-06	0.121104	1e-06	0.121582	0.08908	0.118935	0.087148	0.240095	0.920672	0.014838	1.022165	1.0	-4860.656	-4854.135	10000.0
5000	pheno_909	5.555	0.009213	0.476743	0.176437	0.267371	0.172995	0.246044	0.15923	0.263927	1e-06	0.242926	1e-06	0.265493	0.00146	0.244367	0.001344	0.257201	0.017234	0.236737	0.015863	0.518113	0.894759	0.022287	1.086449	1.0	-2588.389	-2591.167	5000.0
10000	pheno_909	1.889	0.084678	0.231187	0.221882	0.120014	0.138182	0.11989	0.138092	0.121981	1e-06	0.121902	1e-06	0.117535	0.083842	0.117443	0.083788	0.11706	1e-06	0.116984	1e-06	0.231452	0.778622	0.014154	1.000648	1.0	-5006.309	-5007.254	10000.0
10000	pheno_911	0.0	0.5	0.2327	0.253443	0.117413	1e-06	0.12049	1e-06	0.118484	0.230815	0.121463	0.236863	0.113837	0.016154	0.11682	0.016578	0.113917	1e-06	0.116902	1e-06	0.226823	0.727496	0.013786	0.974467	1.0	-4872.877	-4872.839	10000.0
5000	pheno_911	1.193	0.1374	0.459499	0.999999	0.230913	0.215216	0.231057	0.215441	0.233058	0.403321	0.232948	0.403743	0.237709	0.317122	0.23774	0.317454	0.231283	0.063295	0.231523	0.063361	0.459018	1e-06	0.019998	0.998954	1.0	-2497.663	-2498.26	5000.0
10000	pheno_912	0.21	0.32327	0.231164	0.21035	0.120702	0.055505	0.120666	0.055493	0.119753	0.034778	0.119723	0.034769	0.117681	0.098242	0.11763	0.098219	0.115987	0.021874	0.115959	0.021869	0.231352	0.789833	0.014147	1.000232	1.0	-5004.791	-5004.896	10000.0
5000	pheno_914	0.0	0.5	0.480338	0.239715	0.26273	1e-06	0.245041	1e-06	0.266575	0.014596	0.248627	0.013613	0.26159	1e-06	0.243978	1e-06	0.262082	0.242422	0.244352	0.2261	0.515035	0.815168	0.022473	1.072188	1.0	-2455.123	-2445.943	5000.0
10000	pheno_914	23.112	7.6399e-07	0.232953	0.574532	0.121639	0.487671	0.121434	0.488913	0.121633	1e-06	0.121943	1e-06	0.119004	0.0854	0.119305	0.085617	0.114904	1e-06	0.115197	1e-06	0.232192	0.424387	0.014126	0.99746	1.0	-4984.227	-4995.783	10000.0
5000	pheno_915	2.775	0.047887	0.463541	0.999999	0.231434	0.337611	0.236838	0.345821	0.231877	0.365892	0.237259	0.374789	0.228525	0.088482	0.234083	0.090633	0.22334	0.184276	0.228731	0.188756	0.452537	1e-06	0.019538	0.976261	1.0	-2440.062	-2441.449	5000.0
10000	pheno_915	0.368	0.27208	0.232588	0.248659	0.123343	0.065177	0.119909	0.063368	0.124374	1e-06	0.120921	1e-06	0.121315	0.052723	0.117942	0.051259	0.120738	0.137858	0.117344	0.134031	0.239315	0.772796	0.014549	1.028555	1.0	-5143.991	-5144.175	10000.0
10000	pheno_917	0.0	0.5	0.231551	0.236001	0.119837	1e-06	0.119227	1e-06	0.122037	0.187014	0.121333	0.186061	0.118518	0.017815	0.117914	0.017724	0.116788	0.03238	0.116191	0.032215	0.232837	0.767912	0.014219	1.005122	1.0	-5028.465	-5028.462	10000.0
10000	pheno_918	1.856	0.086559	0.233788	0.263332	0.120577	0.108784	0.120428	0.10867	0.12242	0.057483	0.122288	0.057423	0.117764	0.097341	0.117626	0.097239	0.116397	1e-06	0.116275	1e-06	0.234073	0.737442	0.014159	1.00105	1.0	-5010.98	-5011.908	10000.0
5000	pheno_918	0.037	0.42338	0.457004	0.179299	0.231891	0.031394	0.233704	0.03164	0.235767	1e-06	0.237613	1e-06	0.231716	0.117541	0.2335	0.118462	0.230139	0.02897	0.23194	0.029196	0.453649	0.814325	0.019847	0.992231	1.0	-2484.172	-2484.191	5000.0
5000	pheno_919	0.273	0.30078	0.472246	0.728593	0.24361	0.066399	0.241148	0.06573	0.240265	1e-06	0.237843	1e-06	0.237723	0.155451	0.235282	0.153884	0.231308	0.514163	0.228377	0.508979	0.476915	0.274171	0.020222	1.010185	1.0	-2526.884	-2527.021	5000.0
5000	pheno_920	0.0	0.5	0.500218	0.257849	0.278835	0.104228	0.248219	0.092792	0.274766	0.185397	0.244589	0.165055	0.280587	1e-06	0.249802	1e-06	0.276314	1e-06	0.245997	1e-06	0.561847	0.833613	0.023747	1.12324	1.0	-2532.688	-2518.211	5000.0
10000	pheno_922	0.0	0.5	0.235642	0.47943	0.129314	0.005521	0.121944	0.005207	0.131622	1e-06	0.124121	1e-06	0.127974	0.502882	0.120153	0.474222	0.124098	1e-06	0.117026	1e-06	0.249754	0.552031	0.01531	1.060436	1.0	-5100.03	-5096.341	10000.0
5000	pheno_922	0.206	0.32479	0.457431	0.863949	0.231749	0.088195	0.235827	0.089755	0.232886	0.193093	0.236919	0.196506	0.230024	0.567651	0.233275	0.577687	0.222866	1e-06	0.226807	1e-06	0.449397	0.133688	0.019679	0.982628	1.0	-2456.501	-2456.605	5000.0
5000	pheno_924	49.466	1.0091e-12	0.492769	0.153802	0.28739	0.128906	0.252851	0.113418	0.28411	0.045896	0.249973	0.040382	0.283675	1e-06	0.249593	1e-06	0.277379	1e-06	0.244053	1e-06	0.560155	0.961747	0.024137	1.136551	1.0	-2542.067	-2566.8	5000.0
10000	pheno_925	1.658	0.098914	0.23313	0.4098	0.120762	0.130201	0.120052	0.129476	0.123277	1e-06	0.122591	1e-06	0.119484	0.242153	0.118686	0.240803	0.115728	0.039741	0.115082	0.039519	0.234368	0.593507	0.014229	1.005602	1.0	-5029.752	-5030.581	10000.0
5000	pheno_925	0.002	0.483	0.457976	0.545377	0.231868	0.009886	0.235675	0.010048	0.23103	0.313229	0.234578	0.318372	0.229777	0.029732	0.233549	0.03022	0.227379	0.183719	0.231029	0.186736	0.450476	0.447279	0.019687	0.983845	1.0	-2462.012	-2462.013	5000.0
5000	pheno_927	0.0	0.5	0.456259	0.274781	0.233486	1e-06	0.235566	1e-06	0.233695	1e-06	0.235777	1e-06	0.236657	0.193423	0.238693	0.195146	0.227902	0.078931	0.229927	0.079634	0.452275	0.718816	0.019827	0.991172	1.0	-2481.533	-2481.469	5000.0
10000	pheno_927	1.348	0.12283	0.232305	0.292503	0.118735	0.110156	0.119444	0.110837	0.120036	1e-06	0.120779	1e-06	0.118477	0.14088	0.119169	0.141752	0.116645	0.039667	0.117365	0.039913	0.2309	0.703146	0.014058	0.99385	1.0	-4972.768	-4973.442	10000.0
5000	pheno_928	0.124	0.36239	0.460449	0.391451	0.229962	0.047427	0.235489	0.048568	0.225275	1e-06	0.230694	1e-06	0.230134	0.178749	0.235598	0.183049	0.224816	0.15608	0.230173	0.159834	0.449591	0.594255	0.019535	0.976512	1.0	-2444.049	-2444.111	5000.0
10000	pheno_928	0.638	0.21221	0.230086	0.228047	0.118909	0.055059	0.120282	0.055697	0.120321	0.126169	0.121685	0.127631	0.116984	0.044206	0.118338	0.044718	0.115513	1e-06	0.116851	1e-06	0.227537	0.763111	0.013982	0.988546	1.0	-4947.24	-4947.559	10000.0
10000	pheno_929	0.894	0.17218	0.230745	0.192443	0.119896	0.112453	0.121647	0.114126	0.119487	1e-06	0.121265	1e-06	0.116274	1e-06	0.118005	1e-06	0.113673	0.077167	0.115349	0.078315	0.227514	0.795716	0.013937	0.985338	1.0	-4929.537	-4929.984	10000.0
10000	pheno_931	2.708	0.049909	0.23057	0.241731	0.121633	0.195336	0.120653	0.193913	0.120946	1e-06	0.120065	1e-06	0.118513	0.042752	0.117646	0.042441	0.117115	0.005416	0.116261	0.005376	0.232357	0.763836	0.014251	1.007341	1.0	-5039.213	-5040.567	10000.0
10000	pheno_932	0.0	0.5	0.232721	0.058311	0.121946	1e-06	0.121727	1e-06	0.122984	0.000791	0.122763	0.00079	0.118438	1e-06	0.118225	1e-06	0.11562	0.057623	0.115413	0.05752	0.233419	0.943382	0.014168	1.001798	1.0	-5015.57	-5015.231	10000.0
10000	pheno_933	0.0	0.5	0.232775	0.253327	0.121428	1e-06	0.120178	1e-06	0.122375	0.072208	0.121107	0.071465	0.120053	0.149193	0.118771	0.147657	0.118044	0.034559	0.116828	0.034203	0.23526	0.754436	0.014292	1.010397	1.0	-5055.501	-5055.427	10000.0
1000	pheno_933	0.0	0.5	2.495982	0.999999	1.471043	0.165234	1.266606	0.142263	1.480234	0.048976	1.274494	0.042168	1.481177	0.78909	1.274769	0.679393	1.489981	0.158162	1.282893	0.136175	2.898988	1e-06	0.056536	1.161462	1.0	-500.585	-493.923	1000.0
10000	pheno_934	0.795	0.18636	0.229353	0.361636	0.118188	0.102538	0.120311	0.104404	0.117909	0.044358	0.12005	0.045165	0.116011	0.208275	0.118012	0.212066	0.112551	1e-06	0.114599	1e-06	0.225237	0.626954	0.013896	0.982126	1.0	-4911.863	-4912.261	10000.0
10000	pheno_935	0.0	0.5	0.230991	0.213233	0.118016	1e-06	0.121108	1e-06	0.118366	0.136914	0.121429	0.140502	0.11456	0.070872	0.117554	0.072729	0.113269	1e-06	0.116237	1e-06	0.225196	0.766677	0.013783	0.974465	1.0	-4874.164	-4874.09	10000.0
5000	pheno_936	0.0	0.5	0.461117	0.310007	0.234356	1e-06	0.239616	1e-06	0.230492	0.213053	0.235616	0.217836	0.228429	1e-06	0.233556	1e-06	0.226325	0.090146	0.231414	0.092169	0.450948	0.674846	0.019563	0.978047	1.0	-2451.276	-2451.119	5000.0
10000	pheno_937	0.0	0.5	0.241008	0.123471	0.133562	0.021074	0.123682	0.019515	0.135978	1e-06	0.12592	1e-06	0.132571	1e-06	0.122766	1e-06	0.12984	0.112257	0.120221	0.103954	0.26043	0.946542	0.015788	1.079875	1.0	-5068.28	-5057.773	10000.0
5000	pheno_938	3.486	0.030945	0.471483	0.286304	0.244739	0.163167	0.235024	0.156725	0.249482	0.116693	0.239612	0.112086	0.252005	1e-06	0.242056	1e-06	0.245108	0.018211	0.235431	0.017492	0.490904	0.74303	0.021222	1.041102	1.0	-2511.788	-2513.531	5000.0
5000	pheno_939	0.0	0.5	0.50731	0.250664	0.316838	0.022016	0.261384	0.018162	0.316447	1e-06	0.261062	1e-06	0.319991	0.281826	0.26393	0.2325	0.308388	1e-06	0.254414	1e-06	0.614821	0.908309	0.026647	1.212153	1.0	-2555.734	-2514.375	5000.0
5000	pheno_941	0.0	0.5	0.456202	0.28049	0.240403	1e-06	0.235155	1e-06	0.239503	0.099893	0.234256	0.097713	0.238962	0.019757	0.233746	0.019326	0.234398	0.167099	0.229222	0.163451	0.466465	0.735566	0.02045	1.022316	1.0	-2558.699	-2558.696	5000.0
10000	pheno_942	0.0	0.5	0.232638	0.167296	0.122257	1e-06	0.120504	1e-06	0.122625	0.137128	0.120834	0.135162	0.119432	1e-06	0.11772	1e-06	0.118852	0.032599	0.117148	0.032132	0.236176	0.844819	0.01435	1.014548	1.0	-5076.829	-5076.683	10000.0
5000	pheno_944	0.045	0.41593	0.462481	0.400618	0.236218	0.049314	0.234675	0.048993	0.237404	1e-06	0.23586	1e-06	0.237677	0.266247	0.235958	0.264515	0.232573	0.087679	0.231043	0.087109	0.465478	0.603305	0.020138	1.006547	1.0	-2519.438	-2519.461	5000.0
5000	pheno_945	0.0	0.5	0.479498	0.144571	0.264363	1e-06	0.243203	1e-06	0.266998	0.097575	0.245621	0.089765	0.264852	1e-06	0.243654	1e-06	0.260081	0.059572	0.239259	0.054804	0.521394	0.929854	0.022468	1.087003	1.0	-2553.839	-2548.596	5000.0
10000	pheno_946	0.869	0.17564	0.232211	0.361888	0.12409	0.072994	0.121219	0.07131	0.123392	0.200035	0.120465	0.195421	0.120122	1e-06	0.117352	1e-06	0.118369	0.097403	0.115622	0.095156	0.237654	0.653176	0.014481	1.023608	1.0	-5119.885	-5120.32	10000.0
5000	pheno_947	0.0	0.5	0.456973	0.552359	0.233989	1e-06	0.238555	1e-06	0.227362	0.295711	0.231663	0.301482	0.227945	1e-06	0.232393	1e-06	0.229333	0.246073	0.233723	0.250875	0.448069	0.439072	0.019623	0.980859	1.0	-2455.698	-2455.464	5000.0
1000	pheno_949	3.161	0.037711	2.765994	0.999999	1.793757	1e-06	1.355829	1e-06	1.72589	0.009588	1.304536	0.007247	1.812124	0.277156	1.369883	0.209491	1.866435	1.036251	1.410138	0.78326	3.659402	1e-06	0.068587	1.322997	1.0	-515.598	-517.178	1000.0
5000	pheno_950	0.0	0.5	0.513042	0.132098	0.310493	0.038968	0.260644	0.032712	0.313328	1e-06	0.263027	1e-06	0.310819	0.118391	0.260928	0.099385	0.299854	1e-06	0.251716	1e-06	0.611199	1.03388	0.026073	1.191241	1.0	-2530.953	-2493.358	5000.0
10000	pheno_950	0.056	0.40621	0.231519	0.098099	0.118474	0.020141	0.118783	0.020194	0.120705	0.068552	0.121011	0.068732	0.117707	1e-06	0.118015	1e-06	0.115194	0.009148	0.115495	0.009172	0.231192	0.899547	0.014106	0.99739	1.0	-4990.889	-4990.917	10000.0
10000	pheno_951	1.965	0.080513	0.231152	0.256549	0.119073	0.129986	0.118968	0.12991	0.121276	1e-06	0.121205	1e-06	0.118129	1e-06	0.11806	1e-06	0.117602	0.126712	0.1175	0.126637	0.231346	0.743887	0.014153	1.000586	1.0	-5005.933	-5006.915	10000.0
5000	pheno_951	0.267	0.30264	0.459307	0.103402	0.230407	0.070645	0.235944	0.072345	0.229047	1e-06	0.234559	1e-06	0.228324	0.030325	0.233819	0.031055	0.226914	1e-06	0.232375	1e-06	0.448781	0.875528	0.019532	0.976501	1.0	-2444.493	-2444.626	5000.0
10000	pheno_952	0.0	0.5	0.232102	0.242855	0.121689	1e-06	0.120287	1e-06	0.123669	0.155094	0.122191	0.153307	0.119191	1e-06	0.117818	1e-06	0.119193	0.09059	0.117802	0.089546	0.234892	0.765971	0.01431	1.011657	1.0	-5060.912	-5060.904	10000.0
5000	pheno_954	0.189	0.33198	0.461023	0.404012	0.231561	0.060872	0.235333	0.061866	0.236457	1e-06	0.240316	1e-06	0.2297	0.09115	0.233434	0.092637	0.223197	0.245503	0.226706	0.249509	0.453578	0.586418	0.019684	0.983944	1.0	-2462.912	-2463.006	5000.0
10000	pheno_954	2.319	0.063908	0.233166	0.263917	0.121117	0.185245	0.121215	0.18553	0.121098	0.005612	0.121284	0.005621	0.118563	0.026337	0.118743	0.026377	0.116079	0.046319	0.116252	0.04639	0.232876	0.734953	0.014125	0.998466	1.0	-4995.085	-4996.244	10000.0
10000	pheno_955	0.0	0.5	0.230706	0.292106	0.121123	1e-06	0.121841	1e-06	0.12192	0.210179	0.122543	0.211425	0.117857	0.035622	0.118554	0.035833	0.115381	0.044583	0.116062	0.044847	0.229378	0.703722	0.014063	0.994107	1.0	-4973.401	-4973.345	10000.0
10000	pheno_956	10.434	0.00061842	0.232164	0.332616	0.121666	0.283619	0.120402	0.281111	0.122397	1e-06	0.121315	1e-06	0.119094	1e-06	0.11804	1e-06	0.117353	0.051963	0.116311	0.051503	0.234228	0.673339	0.014277	1.008923	1.0	-5045.453	-5050.67	10000.0
5000	pheno_956	1.466	0.113	0.464801	0.914512	0.230607	0.278814	0.236059	0.285664	0.235652	0.466487	0.240876	0.477947	0.22908	0.031057	0.234706	0.03182	0.226854	0.116225	0.232394	0.119081	0.453595	0.083438	0.019545	0.976022	1.0	-2440.306	-2441.039	5000.0
10000	pheno_957	0.0	0.5	0.230107	0.465223	0.118238	1e-06	0.119306	1e-06	0.120459	0.013034	0.121547	0.013152	0.117836	0.21476	0.118787	0.2167	0.114821	0.233264	0.11572	0.23537	0.227958	0.52999	0.014026	0.991049	1.0	-4955.406	-4955.399	10000.0
1000	pheno_957	0.037	0.42324	2.272726	0.999999	1.231729	0.214203	1.163937	0.202401	1.211408	0.339283	1.144718	0.320589	1.223321	0.141752	1.156011	0.133942	1.219029	0.363071	1.151894	0.343067	2.40525	1e-06	0.047358	1.05831	1.0	-531.629	-531.648	1000.0
5000	pheno_958	1.037	0.1543	0.461878	0.229701	0.230383	0.137425	0.237178	0.141495	0.227376	0.085667	0.234108	0.088204	0.227606	1e-06	0.234347	1e-06	0.226375	1e-06	0.23308	1e-06	0.448665	0.748142	0.019427	0.971236	1.0	-2431.48	-2431.998	5000.0
5000	pheno_959	0.0	0.5	0.468158	0.634791	0.229752	0.007088	0.236973	0.007311	0.229717	0.445699	0.236424	0.459707	0.224176	0.16266	0.231154	0.167772	0.231297	1e-06	0.238567	1e-06	0.453765	0.35408	0.019483	0.969527	1.0	-2404.886	-2404.809	5000.0
5000	pheno_960	0.718	0.19846	0.467439	0.153121	0.236919	0.089111	0.234155	0.088073	0.240484	0.065812	0.237686	0.065046	0.239812	1e-06	0.237019	1e-06	0.23585	1e-06	0.233103	1e-06	0.473104	0.856857	0.020237	1.011782	1.0	-2533.955	-2534.314	5000.0
500	pheno_960	0.126	0.36108	4.750404	0.999999	2.102643	0.501207	2.274537	0.542001	2.287707	0.166883	2.474415	0.180466	2.115388	0.256642	2.288142	0.277531	2.244777	1e-06	2.427485	1e-06	4.39286	1e-06	0.058664	0.924734	1.0	-233.467	-233.53	500.0
5000	pheno_961	0.0	0.5	0.50606	0.071493	0.296484	0.03796	0.254345	0.032566	0.296741	0.000915	0.254569	0.000785	0.295295	1e-06	0.253328	1e-06	0.296449	0.04446	0.254321	0.038141	0.590139	1.082326	0.025132	1.165663	1.0	-2539.907	-2524.908	5000.0
1000	pheno_961	0.0	0.5	2.602848	0.999999	1.746053	0.820693	1.363274	0.640971	1.744838	0.300757	1.362853	0.234895	1.586142	1e-06	1.238795	1e-06	1.673615	0.158938	1.307158	0.124133	3.332663	1e-06	0.064487	1.280391	1.0	-521.342	-508.696	1000.0
5000	pheno_962	1.887	0.084763	0.465431	0.412832	0.237782	0.258411	0.243127	0.264406	0.232561	0.131338	0.237921	0.134385	0.230533	1e-06	0.235881	1e-06	0.226189	0.013722	0.231437	0.01404	0.454825	0.573854	0.019774	0.977326	1.0	-2390.334	-2391.277	5000.0
10000	pheno_963	0.399	0.26372	0.229828	0.360026	0.121217	0.077456	0.121668	0.077755	0.1208	0.16889	0.121197	0.169541	0.118296	0.020871	0.118752	0.020952	0.114336	0.091426	0.114756	0.091779	0.228933	0.637515	0.014093	0.996158	1.0	-4983.352	-4983.551	10000.0
5000	pheno_964	0.0	0.5	0.503632	0.999999	0.286669	0.550733	0.257443	0.495677	0.281782	0.489919	0.2532	0.440943	0.28315	0.058065	0.254838	0.05226	0.272993	0.012354	0.245703	0.011119	0.559571	1e-06	0.023697	1.111071	1.0	-2465.895	-2449.56	5000.0
10000	pheno_964	0.0	0.5	0.233519	0.10801	0.118561	1e-06	0.121649	1e-06	0.119636	1e-06	0.122752	1e-06	0.115695	0.054845	0.118704	0.056274	0.111986	0.050421	0.114899	0.051735	0.22783	0.869347	0.013784	0.974616	1.0	-4875.618	-4875.589	10000.0
10000	pheno_965	44.247	1.4471e-11	0.230588	0.96489	0.121668	0.780486	0.119194	0.774004	0.121206	1e-06	0.1202	1e-06	0.118358	0.172736	0.11731	0.171301	0.115555	0.019748	0.114595	0.019584	0.23249	0.035404	0.014321	1.008376	1.0	-5023.207	-5045.331	10000.0
5000	pheno_965	0.132	0.35835	0.45893	0.427343	0.237316	0.085352	0.233865	0.084118	0.234943	0.019828	0.231545	0.019541	0.240926	0.174765	0.23737	0.172238	0.235565	0.153668	0.232105	0.151446	0.465616	0.581059	0.020299	1.014673	1.0	-2539.722	-2539.788	5000.0
10000	pheno_966	3.18	0.037281	0.230037	0.233119	0.118994	0.183167	0.119417	0.183937	0.120868	0.048974	0.121373	0.04918	0.117838	1e-06	0.118334	1e-06	0.115035	1e-06	0.115518	1e-06	0.229166	0.763669	0.014087	0.995812	1.0	-4981.662	-4983.252	10000.0
10000	pheno_967	0.025	0.43727	0.231156	0.127307	0.119772	0.01244	0.120038	0.012467	0.12112	1e-06	0.12139	1e-06	0.117291	0.067382	0.117542	0.067532	0.115818	0.047201	0.116071	0.047306	0.23088	0.870755	0.014112	0.99778	1.0	-4992.792	-4992.804	10000.0
5000	pheno_967	1.443	0.11484	0.450084	0.895177	0.237146	0.281159	0.233344	0.27688	0.238348	0.009123	0.23472	0.008984	0.240237	0.250964	0.236431	0.247144	0.235932	0.367765	0.232018	0.362168	0.456968	0.106443	0.020329	1.015454	1.0	-2539.808	-2540.529	5000.0
5000	pheno_969	0.002	0.48175	0.461362	0.747669	0.235389	0.010909	0.238594	0.011058	0.23189	0.138377	0.235002	0.140261	0.231399	0.219625	0.23443	0.222616	0.225658	0.368713	0.228387	0.373734	0.455044	0.248941	0.019746	0.986566	1.0	-2468.269	-2468.271	5000.0
10000	pheno_969	0.372	0.27087	0.229584	0.753487	0.122221	0.043389	0.120985	0.042951	0.120629	1e-06	0.119411	1e-06	0.118433	1e-06	0.117238	1e-06	0.115673	0.717776	0.113262	0.710534	0.231788	0.249026	0.014335	1.010193	1.0	-5035.045	-5035.231	10000.0
5000	pheno_970	2.756	0.048455	0.460184	0.663306	0.243343	0.392145	0.236364	0.381492	0.245083	0.025113	0.238425	0.024431	0.238438	0.264569	0.231802	0.257382	0.23854	1e-06	0.23206	1e-06	0.472899	0.346095	0.020576	1.027923	1.0	-2570.618	-2571.996	5000.0
10000	pheno_971	0.0	0.5	0.22966	0.320279	0.125729	1e-06	0.12205	1e-06	0.124432	0.272726	0.120634	0.264746	0.12186	0.057205	0.11829	0.055531	0.118051	1e-06	0.114596	1e-06	0.236586	0.700209	0.014575	1.030142	1.0	-5150.219	-5150.163	10000.0
